ID_Embedding,Participante,Componente_PCA1,Componente_PCA2
Embedding_60,Abelardo_L,-0.26766851211473747,-0.20429110451245036
Embedding_61,Abelardo_L,-0.102783405333553,-0.19504246610844478
Embedding_62,Abelardo_L,-0.22239712009742807,-0.12842862039633424
Embedding_63,Abelardo_L,-0.3381037404640675,0.32786970459400105
Embedding_64,Abelardo_L,-0.20929801670664866,-0.08556760993929702
Embedding_65,Abelardo_L,0.04711284135327002,0.8159596970167328
Embedding_66,Abelardo_L,0.11729097339762892,0.776093197431957
Embedding_67,Abelardo_L,-0.2757523719530307,-0.008496792183328772
Embedding_68,Abelardo_L,-0.2777573618728033,-0.017160716536295084
Embedding_69,Abelardo_L,-0.25839408860799623,0.014609212772313862
Embedding_70,Abelardo_L,-0.1793515814170225,-0.2710606742370939
Embedding_71,Abelardo_L,-0.25231902701628606,-0.029936923746751498
Embedding_72,Abelardo_L,-0.21733242085326449,-0.0631502799270659
Embedding_73,Abelardo_L,-0.19567967958731713,-0.12045043009365936
Embedding_74,Abelardo_L,-0.20243445497193857,-0.09088923578489677
Embedding_75,Abelardo_L,-0.2708858500970248,-0.1204491850839931
Embedding_76,Abelardo_L,-0.2708858500970248,-0.1204491850839931
Embedding_77,Abelardo_L,-0.26863886427276806,-0.09284027968317421
Embedding_78,Abelardo_L,-0.25254975055463824,-0.0841841706237616
Embedding_79,Abelardo_L,-0.25155463867128147,-0.14035252838036683
Embedding_80,Abelardo_L,-0.26795348232363164,-0.10086241992254713
Embedding_81,Abelardo_L,-0.15855436850172727,-0.2984208321960016
Embedding_82,Abelardo_L,-0.21897831050289862,-0.11326648540145523
Embedding_83,Abelardo_L,-0.2778047141098286,-0.11871937120391385
Embedding_84,Abelardo_L,-0.2778047141098286,-0.11871937120391385
Embedding_85,Abelardo_L,-0.09883968427677074,-0.06176899383944595
Embedding_86,Abelardo_L,-0.09008579340178079,-0.10773606187050622
Embedding_87,Abelardo_L,-0.09008579340178079,-0.10773606187050622
Embedding_88,Abelardo_L,-0.2575757944241033,-0.18668103289190796
Embedding_89,Abelardo_L,-0.20825563373800665,-0.1239313601031774
Embedding_90,Abelardo_L,-0.22202172343280868,-0.14816125744450842
Embedding_91,Abelardo_L,-0.22202172343280868,-0.14816125744450842
Embedding_92,Abelardo_L,-0.24987246583795453,-0.28755839052863585
Embedding_93,Abelardo_L,-0.2785862861982753,-0.20950109498830727
Embedding_94,Abelardo_L,-0.2853116346991203,-0.21235563170786498
Embedding_95,Abelardo_L,-0.29916889108784483,-0.2067757710215667
Embedding_96,Abelardo_L,-0.2712990770593178,-0.24878634533634525
Embedding_97,Abelardo_L,-0.14870188456053768,-0.2539950912845297
Embedding_98,Abelardo_L,-0.18031374407990458,-0.18212378092445886
Embedding_99,Abelardo_L,-0.2376200837195061,-0.23705297900051692
Embedding_100,Abelardo_L,0.2059688080169469,0.6418514988052332
Embedding_101,Abelardo_L,-0.2376200837195061,-0.23705297900051692
Embedding_102,Abelardo_L,0.2059688080169469,0.6418514988052332
Embedding_103,Abelardo_L,-0.22781405448646708,-0.25345365604409476
Embedding_104,Abelardo_L,0.16849572083429248,0.5405292938591824
Embedding_105,Abelardo_L,-0.28113338057703935,-0.22816361762882081
Embedding_106,Abelardo_L,0.22553919382755272,0.5721843020325406
Embedding_107,Abelardo_L,-0.16595969491678708,-0.26387319518559993
Embedding_108,Abelardo_L,-0.28113338057703935,-0.22816361762882081
Embedding_109,Abelardo_L,0.22553919382755272,0.5721843020325406
Embedding_110,Abelardo_L,-0.2276786128127723,-0.2441718939541131
Embedding_111,Abelardo_L,-0.28849190206862413,-0.22173654927421388
Embedding_112,Abelardo_L,-0.28849190206862413,-0.22173654927421388
Embedding_113,Abelardo_L,-0.17317407918664596,-0.2381134447940375
Embedding_114,Abelardo_L,-0.21876825840760117,-0.18821631316853604
Embedding_115,Abelardo_L,-0.22582642649849494,-0.17281203583782095
Embedding_116,Abelardo_L,-0.22582642649849494,-0.17281203583782095
Embedding_117,Abelardo_L,-0.21703043938585992,-0.15568203208943882
Embedding_118,Abelardo_L,-0.22729738350125972,-0.19788601329207195
Embedding_119,Abelardo_L,-0.15657412605169047,-0.23500303782943643
Embedding_120,Abelardo_L,-0.2130751772211461,-0.18856431397579032
Embedding_121,Abelardo_L,-0.19716594522673525,-0.10908929029268122
Embedding_122,Abelardo_L,-0.2334610863646847,-0.1687772672202097
Embedding_123,Abelardo_L,-0.2377550666767691,-0.15750136003198056
Embedding_124,Abelardo_L,-0.21362854215901322,-0.10656528999426235
Embedding_125,Abelardo_L,-0.21607556889103086,-0.05904717727750519
Embedding_126,Abelardo_L,-0.21607556889103086,-0.05904717727750519
Embedding_127,Abelardo_L,-0.3083824631760693,-0.08698011489712199
Embedding_128,Abelardo_L,-0.24385485600131673,-0.14413456077423425
Embedding_129,Abelardo_L,-0.17490625082168948,-0.17254752562945275
Embedding_130,Abelardo_L,0.05036272479065072,0.6705827074991726
Embedding_131,Abelardo_L,-0.17490625082168948,-0.17254752562945275
Embedding_132,Abelardo_L,0.05036272479065072,0.6705827074991726
Embedding_133,Abelardo_L,-0.2637668970812605,-0.2644523467913479
Embedding_134,Abelardo_L,0.06004575741824215,0.6961634833808332
Embedding_135,Abelardo_L,0.23818868690661993,0.686553618086651
Embedding_136,Abelardo_L,-0.23343210840710538,0.04210416149572896
Embedding_137,Abelardo_L,-0.06769417887205119,0.7244107986923554
Embedding_138,Abelardo_L,0.23818868690661993,0.686553618086651
Embedding_139,Abelardo_L,-0.23343210840710538,0.04210416149572896
Embedding_140,Abelardo_L,-0.06769417887205119,0.7244107986923554
Embedding_141,Abelardo_L,-0.23622556877018586,0.12454717764368234
Embedding_142,Abelardo_L,-0.21517672555334466,-0.07701256540681167
Embedding_143,Abelardo_L,-0.2823640770536559,-0.17303161237522113
Embedding_144,Abelardo_L,-0.18902380988205725,-0.20466135415871028
Embedding_145,Abelardo_L,-0.2823640770536559,-0.17303161237522113
Embedding_146,Abelardo_L,-0.27838737963446664,-0.14350143184299136
Embedding_147,Abelardo_L,-0.232465119805699,-0.17974768261471863
Embedding_148,Abelardo_L,-0.20386955204485757,-0.10631533623831135
Embedding_149,Abelardo_L,-0.30681501813089895,-0.19944941432483276
Embedding_150,Abelardo_L,-0.3464114940268599,-0.22127188988275254
Embedding_151,Abelardo_L,-0.2607930199992713,-0.25277960615018547
Embedding_152,Abelardo_L,-0.2607930199992713,-0.25277960615018547
Embedding_153,Abelardo_L,-0.2552650442465621,-0.246796896143202
Embedding_154,Abelardo_L,-0.2299773845149065,-0.2618719128695336
Embedding_155,Abelardo_L,-0.17670954555759139,-0.2543162785524353
Embedding_156,Abelardo_L,-0.32591785668382117,-0.22444961476769354
Embedding_157,Abelardo_L,-0.32591785668382117,-0.22444961476769354
Embedding_158,Abelardo_L,-0.28968157594734517,-0.2524245721700322
Embedding_159,Abelardo_L,-0.2268744696041764,-0.21985392709403245
Embedding_160,Abelardo_L,-0.30131930854997635,-0.197219402164941
Embedding_161,Abelardo_L,-0.26225456979915646,-0.21006680902179242
Embedding_162,Abelardo_L,-0.29533593420852644,-0.20368816059850614
Embedding_163,Abelardo_L,-0.3168570703853483,-0.19229019837640687
Embedding_164,Abelardo_L,-0.3500186742297786,-0.21522574412091644
Embedding_165,Abelardo_L,-0.33885487844307105,-0.17989162217568477
Embedding_166,Abelardo_L,-0.17780213486540325,-0.17529127579005527
Embedding_167,Abelardo_L,-0.2959032635095134,-0.1640500426808607
Embedding_168,Abelardo_L,-0.202872537778937,-0.183071445704733
Embedding_169,Abelardo_L,-0.21657567726290505,-0.173204897688511
Embedding_170,Abelardo_L,-0.21657567726290505,-0.173204897688511
Embedding_171,Abelardo_L,-0.21439006017385143,-0.1483041606241351
Embedding_172,Abelardo_L,-0.17554099144355184,-0.16870764624629486
Embedding_173,Abelardo_L,-0.18582800135506344,-0.13912647359879565
Embedding_174,Abelardo_L,-0.18582800135506344,-0.13912647359879565
Embedding_175,Abelardo_L,-0.15966864178427337,-0.10817795931809726
Embedding_176,Abelardo_L,-0.1314262479026581,-0.07979991597434466
Embedding_177,Abelardo_L,-0.23743115885769267,-0.25158196580704095
Embedding_178,Abelardo_L,-0.04948680216199981,-0.11732576086057234
Embedding_179,Abelardo_L,-0.1207715039938164,-0.08914735936395435
Embedding_180,Abelardo_L,-0.1207715039938164,-0.08914735936395435
Embedding_181,Abelardo_L,-0.10471425371860758,-0.10855887134911324
Embedding_182,Abelardo_L,-0.04133153272799196,-0.10610773744268365
Embedding_183,Abelardo_L,-0.04133153272799196,-0.10610773744268365
Embedding_184,Abelardo_L,-0.04848332916986796,-0.1275675716217748
Embedding_185,Abelardo_L,-0.16732013899647186,-0.1552078693096709
Embedding_186,Abelardo_L,-0.09687973975915014,-0.14793302328004487
Embedding_187,Abelardo_L,-0.09687973975915014,-0.14793302328004487
Embedding_188,Abelardo_L,-0.16437731288324509,-0.2461211033797358
Embedding_189,Abelardo_L,-0.05401156880805011,-0.14948011768267505
Embedding_190,Abelardo_L,-0.019599331321657643,-0.1573365844354671
Embedding_191,Abelardo_L,-0.11939215651900752,-0.12951559882839558
Embedding_192,Abelardo_L,-0.11939215651900752,-0.12951559882839558
Embedding_193,Abelardo_L,-0.15108103039524973,-0.060657481542244374
Embedding_194,Abelardo_L,-0.13659951883837823,-0.07897804645369166
Embedding_195,Abelardo_L,-0.16804118455465478,-0.07148486522230185
Embedding_196,Abelardo_L,-0.16804118455465478,-0.07148486522230185
Embedding_197,Abelardo_L,-0.09280195557463004,-0.1355233641537869
Embedding_198,Abelardo_L,-0.08227041765079865,-0.13382957720319438
Embedding_199,Abelardo_L,-0.21829184286665287,-0.3196956733309907
Embedding_200,Abelardo_L,-0.13420821561586227,-0.1203420762870846
Embedding_201,Abelardo_L,-0.030390868625934098,-0.1580626417269933
Embedding_202,Abelardo_L,-0.030390868625934098,-0.1580626417269933
Embedding_203,Abelardo_L,-0.059026765952447297,-0.1554402242567291
Embedding_204,Abelardo_L,-0.01234606693074869,-0.15118332334865658
Embedding_205,Abelardo_L,-0.03838233945306292,-0.18764850136323558
Embedding_206,Abelardo_L,-0.03838233945306292,-0.18764850136323558
Embedding_207,Abelardo_L,-0.10990957914668632,-0.11573126500019637
Embedding_208,Abelardo_L,-0.19743776709999278,-0.0997228563969701
Embedding_209,Abelardo_L,-0.2972400236040359,0.16075195656856284
Embedding_210,Abelardo_L,-0.12943128562161804,0.04258724433381522
Embedding_211,Abelardo_L,-0.1996707247066976,-0.22042388457172896
Embedding_212,Abelardo_L,-0.12943128562161804,0.04258724433381522
Embedding_213,Abelardo_L,-0.12848257681172964,-0.1410211028534194
Embedding_214,Abelardo_L,-0.13220497362951988,-0.12113779379294937
Embedding_215,Abelardo_L,-0.1843098066482216,-0.06221869766111865
Embedding_216,Abelardo_L,-0.2286297753388291,-0.08420700678423998
Embedding_217,Abelardo_L,-0.2286297753388291,-0.08420700678423998
Embedding_218,Abelardo_L,-0.2834073041160616,0.06504573791979018
Embedding_219,Abelardo_L,0.06605988810963728,0.606131659988931
Embedding_220,Abelardo_L,-0.29459488354675156,-0.00945928377504629
Embedding_221,Abelardo_L,-0.2452298343262892,0.06500515316914113
Embedding_222,Abelardo_L,0.008591775567311138,0.6422035238446272
Embedding_223,Abelardo_L,-0.32390076493460496,0.012354168255783782
Embedding_224,Abelardo_L,-0.1996707247066976,-0.22042388457172896
Embedding_225,Abelardo_L,0.37481167634681456,0.5848627486904843
Embedding_226,Abelardo_L,-0.2776851060785617,-0.030824594817814077
Embedding_227,Abelardo_L,0.09989421576667704,0.5504458987279988
Embedding_228,Abelardo_L,-0.24359372088660203,-0.04175626619321238
Embedding_229,Abelardo_L,-0.24409561097890525,-0.09642803051719645
Embedding_230,Abelardo_L,-0.1575410387353402,-0.14409527531647814
Embedding_231,Abelardo_L,-0.27664650030431676,-0.07657086967671023
Embedding_232,Abelardo_L,-0.28162729591216445,0.015140017581547871
Embedding_233,Abelardo_L,-0.22684858628052196,-0.05315536771106222
Embedding_234,Abelardo_L,-0.33031223262639836,-0.04002984573518109
Embedding_235,Abelardo_L,-0.30270661770476537,-0.08897964791381768
Embedding_236,Abelardo_L,-0.3089358643944502,-0.12292372933789791
Embedding_237,Abelardo_L,-0.09173752739301878,-0.3228199826748678
Embedding_238,Abelardo_L,-0.23246481912636707,-0.2861949185454046
Embedding_239,Abelardo_L,-0.3089358643944502,-0.12292372933789791
Embedding_240,Abelardo_L,-0.22719819789155854,-0.17499918164422595
Embedding_241,Abelardo_L,-0.10670333687623883,-0.19872215037298985
Embedding_242,Abelardo_L,-0.2724655026172555,-0.15480082546067564
Embedding_243,Abelardo_L,-0.2724655026172555,-0.15480082546067564
Embedding_244,Abelardo_L,-0.2637215698677738,-0.19136369565228256
Embedding_245,Abelardo_L,-0.21475675961645307,-0.17971362902601035
Embedding_246,Abelardo_L,-0.20024857236155869,-0.21763140352375293
Embedding_247,Abelardo_L,-0.1385861909652077,-0.15056294897221045
Embedding_248,Abelardo_L,0.05206779603856567,-0.1811198149866191
Embedding_249,Abelardo_L,-0.1634919005164302,-0.1919210643263315
Embedding_250,Abelardo_L,0.028042830667876804,-0.2587773320341158
Embedding_251,Abelardo_L,0.0493785970767634,-0.2562283689135211
Embedding_252,Abelardo_L,-0.15492276147295547,-0.21299291568546136
Embedding_253,Abelardo_L,-0.18789002043325076,-0.21061830405601406
Embedding_254,Abelardo_L,-0.21450604536567053,-0.19039313816984926
Embedding_255,Abelardo_L,-0.23334243183082548,-0.22953788034838923
Embedding_256,Abelardo_L,-0.21947919639217744,-0.2085022915487421
Embedding_257,Abelardo_L,-0.21947919639217744,-0.2085022915487421
Embedding_258,Abelardo_L,-0.1608323854329926,-0.2329560887171217
Embedding_259,Abelardo_L,-0.13252133689108686,-0.20886835783308288
Embedding_260,Abelardo_L,-0.17748823593815688,-0.16682906208059434
Embedding_261,Abelardo_L,-0.13252133689108686,-0.20886835783308288
Embedding_262,Abelardo_L,-0.13252133689108686,-0.20886835783308288
Embedding_263,Abelardo_L,-0.0902964671136081,-0.24432765544160162
Embedding_264,Abelardo_L,-0.19908778608098426,-0.21998723601981857
Embedding_265,Abelardo_L,-0.23448615165344322,-0.2026811485364145
Embedding_266,Abelardo_L,-0.23448615165344322,-0.2026811485364145
Embedding_267,Abelardo_L,-0.2918038160212117,-0.15378507166291566
Embedding_268,Abelardo_L,-0.2511531993181238,-0.18409212857152202
Embedding_269,Abelardo_L,-0.26019450662426924,-0.17175032399068113
Embedding_270,Abelardo_L,-0.26019450662426924,-0.17175032399068113
Embedding_271,Abelardo_L,-0.21831363028371165,-0.2734332149006413
Embedding_272,Abelardo_L,-0.3196788222458963,-0.12899599318941835
Embedding_273,Abelardo_L,-0.29183828753407215,-0.17281230426319572
Embedding_274,Abelardo_L,-0.2878940787267946,-0.129764827271038
Embedding_275,Abelardo_L,-0.2878940787267946,-0.129764827271038
Embedding_276,Abelardo_L,-0.2896462011074751,-0.11647960378851174
Embedding_277,Abelardo_L,-0.25087490783970184,-0.13455148332771227
Embedding_278,Abelardo_L,-0.25933109942324006,-0.12925436613324798
Embedding_279,Abelardo_L,-0.28338532960772483,-0.11139692144915148
Embedding_280,Abelardo_L,-0.20990359337910008,-0.09452043055140202
Embedding_281,Abelardo_L,0.2962970699505082,0.7613316240089787
Embedding_282,Abelardo_L,-0.2833291485128095,-0.058436428533475526
Embedding_283,Abelardo_L,-0.22748560471003926,-0.3069737782851214
Embedding_284,Abelardo_L,-0.29505544550731305,-0.04659920165969611
Embedding_285,Abelardo_L,0.1829844160768166,0.6772487904993547
Embedding_286,Abelardo_L,0.1829844160768166,0.6772487904993547
Embedding_287,Abelardo_L,-0.29505544550731305,-0.04659920165969611
Embedding_288,Abelardo_L,-0.26772203148270773,-0.05320445902529958
Embedding_289,Abelardo_L,0.16315546602029057,0.7432393535012743
Embedding_290,Abelardo_L,0.12186955976726185,0.752752368494857
Embedding_291,Abelardo_L,-0.29245967219073904,0.052651878631095245
Embedding_292,Abelardo_L,-0.2809226510611783,-0.05575473416883581
Embedding_293,Abelardo_L,-0.2809226510611783,-0.05575473416883581
Embedding_294,Abelardo_L,-0.3173499525753363,-0.01002973693279885
Embedding_295,Abelardo_L,-0.32942080893268383,-0.030656360047320308
Embedding_296,Abelardo_L,-0.32073824342348384,-0.05755441866724115
Embedding_297,Abelardo_L,-0.32073824342348384,-0.05755441866724115
Embedding_298,Abelardo_L,-0.22748560471003926,-0.3069737782851214
Embedding_299,Abelardo_L,-0.26985579923093245,-0.08755583948970225
Embedding_300,Abelardo_L,-0.2848349514570965,-0.07080560120521151
Embedding_301,Abelardo_L,-0.2459703084415627,-0.0626699672046862
Embedding_302,Abelardo_L,-0.11277582062350867,-0.07366102159554622
Embedding_303,Abelardo_L,-0.2368105058827102,-0.11655935619634022
Embedding_304,Abelardo_L,-0.19887295469719596,-0.15896470423971776
Embedding_305,Abelardo_L,-0.19887295469719596,-0.15896470423971776
Embedding_306,Abelardo_L,-0.3259346632957326,-0.10941064649270527
Embedding_307,Abelardo_L,-0.31717217728548175,-0.13398913197846235
Embedding_308,Abelardo_L,-0.30306013169299384,-0.14757750058424357
Embedding_309,Abelardo_L,-0.23189364899393006,-0.3218835928626391
Embedding_310,Abelardo_L,-0.30934629195345587,-0.15051313734468674
Embedding_311,Abelardo_L,-0.30934629195345587,-0.15051313734468674
Embedding_312,Abelardo_L,-0.26855432343716595,-0.14833133471096982
Embedding_313,Abelardo_L,-0.2824831277966876,-0.2172281820667819
Embedding_314,Abelardo_L,-0.28137800024696435,-0.2101790330211566
Embedding_315,Abelardo_L,-0.03562661900023864,-0.10547002434246672
Embedding_316,Abelardo_L,-0.21396651343633266,-0.12974299183009902
Embedding_317,Abelardo_L,-0.2511443784411065,-0.16081759193763967
Embedding_318,Abelardo_L,-0.329578268117556,-0.20090916989427055
Embedding_319,Abelardo_L,-0.329578268117556,-0.20090916989427055
Embedding_320,Abelardo_L,-0.21346300666438622,-0.24055659828567033
Embedding_321,Abelardo_L,-0.25973155056216823,-0.170303537347962
Embedding_322,Abelardo_L,-0.25025806272650153,-0.1701556129592513
Embedding_323,Abelardo_L,-0.26574667676510555,-0.1193069855762629
Embedding_324,Abelardo_L,-0.2648088298857154,-0.12278408635804383
Embedding_325,Abelardo_L,-0.2648088298857154,-0.12278408635804383
Embedding_326,Abelardo_L,-0.1763122546073278,-0.18440626200055088
Embedding_327,Abelardo_L,-0.1404588518916065,-0.18114060394244907
Embedding_328,Abelardo_L,-0.1404588518916065,-0.18114060394244907
Embedding_329,Abelardo_L,-0.19617422401886658,-0.1518763580762269
Embedding_330,Abelardo_L,-0.2507386309508689,-0.1622839825141148
Embedding_331,Abelardo_L,-0.16280267551766725,-0.22349766845858504
Embedding_332,Abelardo_L,-0.22467374917885152,-0.1733663024482992
Embedding_333,Abelardo_L,-0.22467374917885152,-0.1733663024482992
Embedding_334,Abelardo_L,-0.2197031810958947,-0.19041271219992695
Embedding_335,Abelardo_L,-0.207986649273114,-0.20583683959449356
Embedding_336,Abelardo_L,-0.21248272369517357,-0.13570542317530698
Embedding_337,Abelardo_L,-0.2844245524278885,-0.09966597296156998
Embedding_338,Abelardo_L,-0.2844245524278885,-0.09966597296156998
Embedding_339,Abelardo_L,-0.18701114042921457,-0.11478063781055808
Embedding_340,Abelardo_L,-0.14741266590006336,-0.04868856284661882
Embedding_341,Abelardo_L,-0.14741266590006336,-0.04868856284661882
Embedding_342,Abelardo_L,-0.21644807628476737,-0.22457694050005234
Embedding_343,Abelardo_L,-0.15466622700745142,-0.06926402462619341
Embedding_344,Abelardo_L,-0.15347784282543614,-0.06365534213077145
Embedding_345,Abelardo_L,0.19797067648946887,0.6037125108798433
Embedding_346,Abelardo_L,-0.15347784282543614,-0.06365534213077145
Embedding_347,Abelardo_L,0.19797067648946887,0.6037125108798433
Embedding_348,Abelardo_L,-0.40330335208081813,-0.0782470214895164
Embedding_349,Abelardo_L,-0.200583284048173,-0.049795039783786965
Embedding_350,Abelardo_L,-0.09173752739301878,-0.3228199826748678
Embedding_351,Abelardo_L,-0.189341446586202,-0.2123215034201298
Embedding_352,Abelardo_L,-0.3414462683608794,-0.17453385982199382
Embedding_353,Abelardo_L,-0.3414462683608794,-0.17453385982199382
Embedding_354,Abelardo_L,-0.3484066370434996,-0.19404407721993872
Embedding_355,Abelardo_L,-0.25644837547814625,-0.19802164062151684
Embedding_356,Abelardo_L,-0.3101621775802281,-0.19961205932652276
Embedding_357,Abelardo_L,-0.3101621775802281,-0.19961205932652276
Embedding_358,Abelardo_L,-0.31272082890437214,-0.18882707119999043
Embedding_359,Abelardo_L,-0.3103546677463846,-0.2502369478553449
Embedding_360,Abelardo_L,-0.30748264455698615,-0.1880426511691713
Embedding_361,Abelardo_L,-0.3089747210457753,-0.22665232799727542
Embedding_362,Abelardo_L,-0.23383405864469942,-0.23833622508889707
Embedding_363,Abelardo_L,-0.37173135293268045,-0.21821865939647134
Embedding_364,Abelardo_L,-0.25958693918490783,-0.2046112741830431
Embedding_365,Abelardo_L,-0.19408139534606955,-0.2267064829055898
Embedding_366,Abelardo_L,0.23611825013410753,0.5492161993967536
Embedding_367,Abelardo_L,-0.19408139534606955,-0.2267064829055898
Embedding_368,Abelardo_L,0.23611825013410753,0.5492161993967536
Embedding_369,Abelardo_L,0.11308773041566576,0.4944552636430417
Embedding_370,Abelardo_L,-0.16841512888240945,-0.17582498977883898
Embedding_371,Abelardo_L,-0.17512150271961618,-0.2385688292751167
Embedding_372,Abelardo_L,-0.25673312521299924,-0.21472965403151306
Embedding_373,Abelardo_L,-0.25673312521299924,-0.21472965403151306
Embedding_374,Abelardo_L,-0.044796710666779635,-0.1936990170343998
Embedding_375,Abelardo_L,-0.09021173303006476,-0.1946412586625722
Embedding_376,Abelardo_L,-0.24705039598628764,-0.2367501275177638
Embedding_377,Abelardo_L,-0.16720876664408424,-0.2084422622036936
Embedding_378,Abelardo_L,-0.16720876664408424,-0.2084422622036936
Embedding_379,Abelardo_L,-0.16216237828025826,-0.15491646995083386
Embedding_380,Abelardo_L,-0.1248225681158865,-0.15124203767950384
Embedding_381,Abelardo_L,-0.17877539546908766,-0.09159054310433085
Embedding_382,Abelardo_L,-0.17877539546908766,-0.09159054310433085
Embedding_383,Abelardo_L,-0.2159745967458675,-0.07232718429968443
Embedding_384,Abelardo_L,-0.11980602124032401,-0.12019624021504088
Embedding_385,Abelardo_L,-0.1710885578461499,-0.0975564018259204
Embedding_386,Abelardo_L,-0.07579747051436964,-0.16286601009348817
Embedding_387,Abelardo_L,-0.20758481257844646,-0.20324113962072332
Embedding_388,Abelardo_L,-0.07579747051436964,-0.16286601009348817
Embedding_389,Abelardo_L,-0.041376265033525664,-0.1692750176411445
Embedding_390,Abelardo_L,-0.16639095387556369,-0.0907241634375322
Embedding_391,Abelardo_L,-0.16889904409582457,-0.08423773931183504
Embedding_392,Abelardo_L,-0.12550030144539953,-0.13537523366803678
Embedding_393,Abelardo_L,-0.1814777358157037,-0.09482475127090595
Embedding_394,Abelardo_L,-0.12578141756708217,-0.11307755773818651
Embedding_395,Abelardo_L,-0.13448202904258472,-0.09924715841405662
Embedding_396,Abelardo_L,-0.13448202904258472,-0.09924715841405662
Embedding_397,Abelardo_L,-0.180341557612408,-0.08574598965010471
Embedding_398,Abelardo_L,-0.2430479143103142,-0.24094559346848043
Embedding_399,Abelardo_L,-0.09615585954168372,-0.14670986134696123
Embedding_400,Abelardo_L,0.019886840597327333,-0.12011305114733228
Embedding_401,Abelardo_L,-0.08091055596585699,-0.005813086797007427
